Year,Company,at,emp,cusip
1999.0,FISERV INC,5307.71,13.5,337738108.0
2000.0,FISERV INC,5586.32,14.0,337738108.0
2001.0,FISERV INC,5322.242,18.2,337738108.0
2002.0,FISERV INC,6438.705,19.4,337738108.0
2003.0,FISERV INC,7214.175,21.7,337738108.0
2004.0,FISERV INC,8383.349,22.0,337738108.0
2005.0,FISERV INC,6039.516,22.0,337738108.0
2006.0,FISERV INC,6207.923,23.0,337738108.0
2007.0,FISERV INC,11846.0,25.0,337738108.0
2008.0,FISERV INC,9331.0,20.0,337738108.0
2009.0,FISERV INC,8378.0,20.0,337738108.0
2010.0,FISERV INC,8281.0,19.0,337738108.0
2011.0,FISERV INC,8548.0,20.0,337738108.0
2012.0,FISERV INC,8497.0,20.0,337738108.0
2013.0,FISERV INC,9513.0,21.0,337738108.0
2014.0,FISERV INC,9337.0,21.0,337738108.0
2015.0,FISERV INC,9340.0,22.0,337738108.0
2016.0,FISERV INC,9743.0,23.0,337738108.0
2017.0,FISERV INC,10289.0,24.0,337738108.0
2018.0,FISERV INC,11262.0,24.0,337738108.0
2019.0,FISERV INC,77539.0,44.0,337738108.0
2020.0,FISERV INC,74619.0,44.0,337738108.0
2021.0,FISERV INC,76249.0,44.0,337738108.0
2022.0,FISERV INC,83869.0,41.0,337738108.0
2023.0,FISERV INC,90890.0,42.0,337738108.0
1989.0,CARMIKE CINEMAS INC,134.895,2.99,143436400.0
1990.0,CARMIKE CINEMAS INC,178.67,3.5,143436400.0
1991.0,CARMIKE CINEMAS INC,184.058,5.44,143436400.0
1992.0,CARMIKE CINEMAS INC,230.291,6.455,143436400.0
1993.0,CARMIKE CINEMAS INC,327.024,6.6,143436400.0
1994.0,CARMIKE CINEMAS INC,377.598,8.06,143436400.0
1995.0,CARMIKE CINEMAS INC,478.012,10.082,143436400.0
1996.0,CARMIKE CINEMAS INC,489.383,9.874,143436400.0
1997.0,CARMIKE CINEMAS INC,619.997,10.5,143436400.0
1998.0,CARMIKE CINEMAS INC,697.543,10.234,143436400.0
1999.0,CARMIKE CINEMAS INC,807.494,11.068,143436400.0
2000.0,CARMIKE CINEMAS INC,777.033,9.097,143436400.0
2001.0,CARMIKE CINEMAS INC,617.792,9.059,143436400.0
2002.0,CARMIKE CINEMAS INC,556.727,9.31,143436400.0
2003.0,CARMIKE CINEMAS INC,634.616,9.03,143436400.0
2004.0,CARMIKE CINEMAS INC,639.855,7.821,143436400.0
2005.0,CARMIKE CINEMAS INC,738.117,7.908,143436400.0
2006.0,CARMIKE CINEMAS INC,720.561,7.383,143436400.0
2007.0,CARMIKE CINEMAS INC,568.045,6.838,143436400.0
2008.0,CARMIKE CINEMAS INC,483.463,7.323,143436400.0
2009.0,CARMIKE CINEMAS INC,453.978,6.635,143436400.0
2010.0,CARMIKE CINEMAS INC,454.758,6.165,143436400.0
2011.0,CARMIKE CINEMAS INC,422.856,6.276,143436400.0
2012.0,CARMIKE CINEMAS INC,712.728,7.119,143436400.0
2013.0,CARMIKE CINEMAS INC,844.621,7.8,143436400.0
2014.0,CARMIKE CINEMAS INC,898.102,7.8,143436400.0
2015.0,CARMIKE CINEMAS INC,912.658,8.5,143436400.0
1989.0,SILICON GRAPHICS INC,291.028,1.483,827056300.0
1990.0,SILICON GRAPHICS INC,364.312,2.099,827056300.0
1991.0,SILICON GRAPHICS INC,641.796,2.568,827056300.0
1992.0,SILICON GRAPHICS INC,758.063,3.575,827056300.0
1993.0,SILICON GRAPHICS INC,946.107,3.743,827056300.0
1994.0,SILICON GRAPHICS INC,1518.783,4.357,827056300.0
1995.0,SILICON GRAPHICS INC,2206.619,6.308,827056300.0
1996.0,SILICON GRAPHICS INC,3158.246,10.485,827056300.0
1997.0,SILICON GRAPHICS INC,3344.592,10.93,827056300.0
1998.0,SILICON GRAPHICS INC,2964.706,10.286,827056300.0
1999.0,SILICON GRAPHICS INC,2788.257,9.191,827056300.0
2000.0,SILICON GRAPHICS INC,1839.211,6.726,827056300.0
2001.0,SILICON GRAPHICS INC,1283.029,5.956,827056300.0
2002.0,SILICON GRAPHICS INC,910.119,4.443,827056300.0
2003.0,SILICON GRAPHICS INC,649.854,3.714,827056300.0
2004.0,SILICON GRAPHICS INC,569.924,2.655,827056300.0
2005.0,SILICON GRAPHICS INC,452.145,2.423,827056300.0
2006.0,SILICON GRAPHICS INC,380.058,1.738,827056300.0
2007.0,SILICON GRAPHICS INC,409.058,1.588,827056300.0
2008.0,SILICON GRAPHICS INC,415.195,1.632,827056300.0
1989.0,HEMACARE CORP,4.695,0.083,423498104.0
1990.0,HEMACARE CORP,4.64,0.119,423498104.0
1991.0,HEMACARE CORP,5.109,0.103,423498104.0
1992.0,HEMACARE CORP,7.162,0.124,423498104.0
1993.0,HEMACARE CORP,6.717,0.131,423498104.0
1994.0,HEMACARE CORP,6.289,0.09,423498104.0
1995.0,HEMACARE CORP,4.456,0.12,423498104.0
1996.0,HEMACARE CORP,4.776,0.103,423498104.0
1997.0,HEMACARE CORP,4.384,0.077,423498104.0
1998.0,HEMACARE CORP,7.662,0.157,423498104.0
1999.0,HEMACARE CORP,7.574,0.178,423498104.0
2000.0,HEMACARE CORP,11.477,0.224,423498104.0
2001.0,HEMACARE CORP,13.082,0.283,423498104.0
2002.0,HEMACARE CORP,13.455,0.318,423498104.0
2003.0,HEMACARE CORP,8.286,0.27,423498104.0
2004.0,HEMACARE CORP,9.344,0.259,423498104.0
2005.0,HEMACARE CORP,10.546,0.244,423498104.0
2006.0,HEMACARE CORP,19.047,0.271,423498104.0
2007.0,HEMACARE CORP,12.494,0.239,423498104.0
2008.0,HEMACARE CORP,13.696,0.254,423498104.0
2009.0,HEMACARE CORP,10.575,0.251,423498104.0
2010.0,HEMACARE CORP,9.843,0.214,423498104.0
2011.0,HEMACARE CORP,8.707,0.12,423498104.0
2012.0,HEMACARE CORP,7.984,0.12,423498104.0
2013.0,HEMACARE CORP,7.688,0.13,423498104.0
2014.0,HEMACARE CORP,5.478,0.14,423498104.0
2015.0,HEMACARE CORP,8.266,0.15,423498104.0
2016.0,HEMACARE CORP,8.163,0.16,423498104.0
2017.0,HEMACARE CORP,17.448,0.17,423498104.0
2018.0,HEMACARE CORP,28.231,0.18,423498104.0
1989.0,THERAGENICS CORP,3.344,0.019,883375107.0
1990.0,THERAGENICS CORP,2.459,0.018,883375107.0
1991.0,THERAGENICS CORP,3.299,0.021,883375107.0
1992.0,THERAGENICS CORP,7.851,0.025,883375107.0
1993.0,THERAGENICS CORP,12.619,0.023,883375107.0
1994.0,THERAGENICS CORP,14.169,0.034,883375107.0
1995.0,THERAGENICS CORP,16.878,0.044,883375107.0
1996.0,THERAGENICS CORP,23.689,0.059,883375107.0
1997.0,THERAGENICS CORP,71.14,0.111,883375107.0
1998.0,THERAGENICS CORP,88.273,0.19,883375107.0
1999.0,THERAGENICS CORP,108.043,0.159,883375107.0
2000.0,THERAGENICS CORP,130.7,0.145,883375107.0
2001.0,THERAGENICS CORP,144.007,0.16,883375107.0
2002.0,THERAGENICS CORP,151.395,0.167,883375107.0
2003.0,THERAGENICS CORP,152.789,0.177,883375107.0
2004.0,THERAGENICS CORP,148.678,0.178,883375107.0
2005.0,THERAGENICS CORP,122.064,0.219,883375107.0
2006.0,THERAGENICS CORP,146.244,0.315,883375107.0
2007.0,THERAGENICS CORP,148.821,0.338,883375107.0
2008.0,THERAGENICS CORP,114.419,0.511,883375107.0
2009.0,THERAGENICS CORP,116.108,0.525,883375107.0
2010.0,THERAGENICS CORP,115.187,0.5,883375107.0
2011.0,THERAGENICS CORP,115.818,0.5,883375107.0
2012.0,THERAGENICS CORP,105.725,0.534,883375107.0
1988.0,RENTRAK CORP,5.143,0.1,760174102.0
1989.0,RENTRAK CORP,5.564,0.124,760174102.0
1990.0,RENTRAK CORP,9.854,0.126,760174102.0
1991.0,RENTRAK CORP,27.582,0.157,760174102.0
1992.0,RENTRAK CORP,34.824,0.156,760174102.0
1993.0,RENTRAK CORP,44.62,0.28,760174102.0
1994.0,RENTRAK CORP,64.818,0.682,760174102.0
1995.0,RENTRAK CORP,56.252,1.668,760174102.0
1996.0,RENTRAK CORP,43.048,0.162,760174102.0
1997.0,RENTRAK CORP,51.609,0.199,760174102.0
1998.0,RENTRAK CORP,49.457,0.275,760174102.0
1999.0,RENTRAK CORP,50.473,0.277,760174102.0
2000.0,RENTRAK CORP,39.126,0.408,760174102.0
2001.0,RENTRAK CORP,38.612,0.284,760174102.0
2002.0,RENTRAK CORP,30.726,0.293,760174102.0
2003.0,RENTRAK CORP,36.203,0.192,760174102.0
2004.0,RENTRAK CORP,45.083,0.196,760174102.0
2005.0,RENTRAK CORP,54.328,0.233,760174102.0
2006.0,RENTRAK CORP,60.372,0.248,760174102.0
2007.0,RENTRAK CORP,57.149,0.262,760174102.0
2008.0,RENTRAK CORP,59.878,0.271,760174102.0
2009.0,RENTRAK CORP,64.806,0.382,760174102.0
2010.0,RENTRAK CORP,76.175,0.423,760174102.0
2011.0,RENTRAK CORP,72.881,0.448,760174102.0
2012.0,RENTRAK CORP,71.779,0.471,760174102.0
2013.0,RENTRAK CORP,81.267,0.524,760174102.0
2014.0,RENTRAK CORP,284.523,0.532,760174102.0
1989.0,J & J SNACK FOODS CORP,66.594,0.885,466032109.0
1990.0,J & J SNACK FOODS CORP,75.132,0.91,466032109.0
1991.0,J & J SNACK FOODS CORP,104.412,1.0,466032109.0
1992.0,J & J SNACK FOODS CORP,112.447,1.0,466032109.0
1993.0,J & J SNACK FOODS CORP,121.494,1.05,466032109.0
1994.0,J & J SNACK FOODS CORP,127.366,1.7,466032109.0
1995.0,J & J SNACK FOODS CORP,123.309,1.5,466032109.0
1996.0,J & J SNACK FOODS CORP,123.128,1.5,466032109.0
1997.0,J & J SNACK FOODS CORP,136.827,1.7,466032109.0
1998.0,J & J SNACK FOODS CORP,213.261,1.9,466032109.0
1999.0,J & J SNACK FOODS CORP,213.68,2.05,466032109.0
2000.0,J & J SNACK FOODS CORP,220.039,2.2,466032109.0
2001.0,J & J SNACK FOODS CORP,224.481,2.2,466032109.0
2002.0,J & J SNACK FOODS CORP,220.036,2.3,466032109.0
2003.0,J & J SNACK FOODS CORP,236.683,2.3,466032109.0
2004.0,J & J SNACK FOODS CORP,277.424,2.3,466032109.0
2005.0,J & J SNACK FOODS CORP,305.924,2.35,466032109.0
2006.0,J & J SNACK FOODS CORP,340.808,2.3,466032109.0
2007.0,J & J SNACK FOODS CORP,380.288,2.6,466032109.0
2008.0,J & J SNACK FOODS CORP,408.408,2.8,466032109.0
2009.0,J & J SNACK FOODS CORP,439.827,2.7,466032109.0
2010.0,J & J SNACK FOODS CORP,483.994,2.7,466032109.0
2011.0,J & J SNACK FOODS CORP,550.816,3.1,466032109.0
2012.0,J & J SNACK FOODS CORP,603.044,3.2,466032109.0
2013.0,J & J SNACK FOODS CORP,645.661,3.4,466032109.0
2014.0,J & J SNACK FOODS CORP,704.773,3.4,466032109.0
2015.0,J & J SNACK FOODS CORP,742.935,3.4,466032109.0
2016.0,J & J SNACK FOODS CORP,790.487,3.6,466032109.0
2017.0,J & J SNACK FOODS CORP,867.228,4.2,466032109.0
2018.0,J & J SNACK FOODS CORP,932.013,4.5,466032109.0
2019.0,J & J SNACK FOODS CORP,1019.339,4.6,466032109.0
2020.0,J & J SNACK FOODS CORP,1056.553,4.1,466032109.0
2021.0,J & J SNACK FOODS CORP,1122.219,4.3,466032109.0
2022.0,J & J SNACK FOODS CORP,1216.966,5.0,466032109.0
2023.0,J & J SNACK FOODS CORP,1277.236,5.0,466032109.0
1989.0,HEARTLAND EXPRESS INC,33.006,0.276,422347104.0
1990.0,HEARTLAND EXPRESS INC,44.08,0.389,422347104.0
1991.0,HEARTLAND EXPRESS INC,56.983,0.428,422347104.0
1992.0,HEARTLAND EXPRESS INC,75.877,0.547,422347104.0
1993.0,HEARTLAND EXPRESS INC,94.942,0.628,422347104.0
1994.0,HEARTLAND EXPRESS INC,136.393,1.127,422347104.0
1995.0,HEARTLAND EXPRESS INC,158.146,1.021,422347104.0
1996.0,HEARTLAND EXPRESS INC,191.504,1.009,422347104.0
1997.0,HEARTLAND EXPRESS INC,225.467,1.353,422347104.0
1998.0,HEARTLAND EXPRESS INC,256.828,1.213,422347104.0
1999.0,HEARTLAND EXPRESS INC,246.494,1.41,422347104.0
2000.0,HEARTLAND EXPRESS INC,268.055,1.728,422347104.0
2001.0,HEARTLAND EXPRESS INC,314.238,1.812,422347104.0
2002.0,HEARTLAND EXPRESS INC,373.108,2.518,422347104.0
2003.0,HEARTLAND EXPRESS INC,448.407,2.805,422347104.0
2004.0,HEARTLAND EXPRESS INC,517.012,2.85,422347104.0
2005.0,HEARTLAND EXPRESS INC,573.508,3.029,422347104.0
2006.0,HEARTLAND EXPRESS INC,669.07,3.317,422347104.0
2007.0,HEARTLAND EXPRESS INC,526.294,3.291,422347104.0
2008.0,HEARTLAND EXPRESS INC,557.714,3.279,422347104.0
2009.0,HEARTLAND EXPRESS INC,551.163,2.781,422347104.0
2010.0,HEARTLAND EXPRESS INC,506.035,2.99,422347104.0
2011.0,HEARTLAND EXPRESS INC,525.666,2.862,422347104.0
2012.0,HEARTLAND EXPRESS INC,467.737,2.993,422347104.0
2013.0,HEARTLAND EXPRESS INC,724.841,5.22,422347104.0
2014.0,HEARTLAND EXPRESS INC,759.994,4.5,422347104.0
2015.0,HEARTLAND EXPRESS INC,736.03,4.2,422347104.0
2016.0,HEARTLAND EXPRESS INC,738.228,3.6,422347104.0
2017.0,HEARTLAND EXPRESS INC,789.127,3.8,422347104.0
2018.0,HEARTLAND EXPRESS INC,806.213,3.45,422347104.0
2019.0,HEARTLAND EXPRESS INC,898.931,4.05,422347104.0
2020.0,HEARTLAND EXPRESS INC,951.176,3.78,422347104.0
2021.0,HEARTLAND EXPRESS INC,928.542,3.18,422347104.0
2022.0,HEARTLAND EXPRESS INC,1669.488,6.5,422347104.0
2023.0,HEARTLAND EXPRESS INC,1509.646,6.04,422347104.0
1989.0,CERNER CORP,55.093,0.361,156782104.0
1990.0,CERNER CORP,52.387,0.428,156782104.0
1991.0,CERNER CORP,56.155,0.505,156782104.0
1992.0,CERNER CORP,66.667,0.653,156782104.0
1993.0,CERNER CORP,104.91,0.918,156782104.0
1994.0,CERNER CORP,156.41,1.091,156782104.0
1995.0,CERNER CORP,303.945,1.354,156782104.0
1996.0,CERNER CORP,314.753,1.5,156782104.0
1997.0,CERNER CORP,331.781,2.05,156782104.0
1998.0,CERNER CORP,436.485,2.55,156782104.0
1999.0,CERNER CORP,660.891,3.8,156782104.0
2000.0,CERNER CORP,616.411,3.104,156782104.0
2001.0,CERNER CORP,712.302,4.173,156782104.0
2002.0,CERNER CORP,779.279,4.791,156782104.0
2003.0,CERNER CORP,859.34,5.077,156782104.0
2004.0,CERNER CORP,982.265,5.345,156782104.0
2005.0,CERNER CORP,1303.629,6.83,156782104.0
2006.0,CERNER CORP,1491.39,7.419,156782104.0
2007.0,CERNER CORP,1689.956,7.873,156782104.0
2008.0,CERNER CORP,1880.988,7.5,156782104.0
2009.0,CERNER CORP,2148.567,7.6,156782104.0
2010.0,CERNER CORP,2422.79,8.2,156782104.0
2011.0,CERNER CORP,3000.358,9.9,156782104.0
2012.0,CERNER CORP,3704.468,11.9,156782104.0
2013.0,CERNER CORP,4098.364,14.2,156782104.0
2014.0,CERNER CORP,4530.565,15.8,156782104.0
2015.0,CERNER CORP,5561.984,22.2,156782104.0
2016.0,CERNER CORP,5629.963,24.4,156782104.0
2017.0,CERNER CORP,6469.311,26.0,156782104.0
2018.0,CERNER CORP,6708.636,29.2,156782104.0
2019.0,CERNER CORP,6894.622,27.4,156782104.0
2020.0,CERNER CORP,7521.096,26.4,156782104.0
2021.0,CERNER CORP,7434.158,25.15,156782104.0
1989.0,FOUNTAIN POWERBOAT INDS INC,18.434,0.247,350755302.0
1990.0,FOUNTAIN POWERBOAT INDS INC,17.835,0.234,350755302.0
1991.0,FOUNTAIN POWERBOAT INDS INC,17.675,0.289,350755302.0
1992.0,FOUNTAIN POWERBOAT INDS INC,17.957,0.34,350755302.0
1993.0,FOUNTAIN POWERBOAT INDS INC,16.211,0.281,350755302.0
1994.0,FOUNTAIN POWERBOAT INDS INC,16.267,0.28,350755302.0
1995.0,FOUNTAIN POWERBOAT INDS INC,16.335,0.33,350755302.0
1996.0,FOUNTAIN POWERBOAT INDS INC,18.498,0.326,350755302.0
1997.0,FOUNTAIN POWERBOAT INDS INC,23.714,0.331,350755302.0
1998.0,FOUNTAIN POWERBOAT INDS INC,32.497,0.376,350755302.0
1999.0,FOUNTAIN POWERBOAT INDS INC,33.931,0.37,350755302.0
2000.0,FOUNTAIN POWERBOAT INDS INC,33.431,0.39,350755302.0
2001.0,FOUNTAIN POWERBOAT INDS INC,28.948,0.304,350755302.0
2002.0,FOUNTAIN POWERBOAT INDS INC,26.535,0.348,350755302.0
2003.0,FOUNTAIN POWERBOAT INDS INC,25.93,0.353,350755302.0
2004.0,FOUNTAIN POWERBOAT INDS INC,30.621,0.413,350755302.0
2005.0,FOUNTAIN POWERBOAT INDS INC,33.034,0.419,350755302.0
2006.0,FOUNTAIN POWERBOAT INDS INC,37.86,0.448,350755302.0
2007.0,FOUNTAIN POWERBOAT INDS INC,33.417,0.328,350755302.0
2008.0,FOUNTAIN POWERBOAT INDS INC,37.325,0.322,350755302.0
1989.0,COMVERSE TECHNOLOGY INC,14.042,0.173,205862402.0
1990.0,COMVERSE TECHNOLOGY INC,15.407,0.218,205862402.0
1991.0,COMVERSE TECHNOLOGY INC,21.213,0.25,205862402.0
1992.0,COMVERSE TECHNOLOGY INC,50.475,0.435,205862402.0
1993.0,COMVERSE TECHNOLOGY INC,169.13,0.524,205862402.0
1994.0,COMVERSE TECHNOLOGY INC,187.677,0.722,205862402.0
1995.0,COMVERSE TECHNOLOGY INC,221.454,1.008,205862402.0
1996.0,COMVERSE TECHNOLOGY INC,390.901,1.243,205862402.0
1997.0,COMVERSE TECHNOLOGY INC,457.563,2.827,205862402.0
1998.0,COMVERSE TECHNOLOGY INC,1031.393,3.22,205862402.0
1999.0,COMVERSE TECHNOLOGY INC,1352.368,4.76,205862402.0
2000.0,COMVERSE TECHNOLOGY INC,2625.264,6.37,205862402.0
2001.0,COMVERSE TECHNOLOGY INC,2704.163,5.65,205862402.0
2002.0,COMVERSE TECHNOLOGY INC,2403.659,4.789,205862402.0
2003.0,COMVERSE TECHNOLOGY INC,2728.042,4.663,205862402.0
2004.0,COMVERSE TECHNOLOGY INC,2925.286,5.05,205862402.0
2005.0,COMVERSE TECHNOLOGY INC,3669.656,5.5,205862402.0
2006.0,COMVERSE TECHNOLOGY INC,3726.29,6,205862402.0
2007.0,COMVERSE TECHNOLOGY INC,4169.488,6.4,205862402.0
2008.0,COMVERSE TECHNOLOGY INC,3748.268,6.9,205862402.0
2009.0,COMVERSE TECHNOLOGY INC,3101.211,6.6,205862402.0
2010.0,COMVERSE TECHNOLOGY INC,2813.922,5.9,205862402.0
2011.0,COMVERSE TECHNOLOGY INC,2649.174,5.7,205862402.0
1989.0,PLEXUS CORP,36.464,0.9,729132100.0
1990.0,PLEXUS CORP,43.419,1.25,729132100.0
1991.0,PLEXUS CORP,54.529,1.45,729132100.0
1992.0,PLEXUS CORP,62.689,1.55,729132100.0
1993.0,PLEXUS CORP,95.149,1.7,729132100.0
1994.0,PLEXUS CORP,122.021,2.165,729132100.0
1995.0,PLEXUS CORP,115.088,2.35,729132100.0
1996.0,PLEXUS CORP,107.374,2.159,729132100.0
1997.0,PLEXUS CORP,121.817,2.168,729132100.0
1998.0,PLEXUS CORP,143.665,2.345,729132100.0
1999.0,PLEXUS CORP,229.636,3.15,729132100.0
2000.0,PLEXUS CORP,515.608,5.6,729132100.0
2001.0,PLEXUS CORP,602.525,5.6,729132100.0
2002.0,PLEXUS CORP,583.945,5.7,729132100.0
2003.0,PLEXUS CORP,553.054,4.8,729132100.0
2004.0,PLEXUS CORP,545.708,6.0,729132100.0
2005.0,PLEXUS CORP,600.468,6.8,729132100.0
2006.0,PLEXUS CORP,801.462,7.8,729132100.0
2007.0,PLEXUS CORP,916.516,7.5,729132100.0
2008.0,PLEXUS CORP,992.23,7.9,729132100.0
2009.0,PLEXUS CORP,1022.672,7.1,729132100.0
2010.0,PLEXUS CORP,1290.379,8.7,729132100.0
2011.0,PLEXUS CORP,1304.525,9.0,729132100.0
2012.0,PLEXUS CORP,1408.199,9.6,729132100.0
2013.0,PLEXUS CORP,1447.684,9.2,729132100.0
2014.0,PLEXUS CORP,1609.026,12.0,729132100.0
2015.0,PLEXUS CORP,1702.388,14.0,729132100.0
2016.0,PLEXUS CORP,1765.819,14.0,729132100.0
2017.0,PLEXUS CORP,1976.182,16.0,729132100.0
2018.0,PLEXUS CORP,1932.642,18.0,729132100.0
2019.0,PLEXUS CORP,2000.883,19.0,729132100.0
2020.0,PLEXUS CORP,2289.848,19.5,729132100.0
2021.0,PLEXUS CORP,2461.893,19.2,729132100.0
2022.0,PLEXUS CORP,3393.225,25.0,729132100.0
2023.0,PLEXUS CORP,3321.172,25.0,729132100.0
1989.0,ENVIRONMENTAL POWER CORP,21.112,0.009,29406L201
1990.0,ENVIRONMENTAL POWER CORP,46.259,0.007,29406L201
1991.0,ENVIRONMENTAL POWER CORP,147.817,0.008,29406L201
1992.0,ENVIRONMENTAL POWER CORP,301.285,0.007,29406L201
1993.0,ENVIRONMENTAL POWER CORP,149.788,0.007,29406L201
1994.0,ENVIRONMENTAL POWER CORP,35.962,0.007,29406L201
1995.0,ENVIRONMENTAL POWER CORP,45.226,0.006,29406L201
1996.0,ENVIRONMENTAL POWER CORP,52.503,0.004,29406L201
1997.0,ENVIRONMENTAL POWER CORP,61.583,0.005,29406L201
1998.0,ENVIRONMENTAL POWER CORP,55.163,0.005,29406L201
1999.0,ENVIRONMENTAL POWER CORP,58.782,0.005,29406L201
2000.0,ENVIRONMENTAL POWER CORP,69.284,0.004,29406L201
2001.0,ENVIRONMENTAL POWER CORP,85.566,0.009,29406L201
2002.0,ENVIRONMENTAL POWER CORP,92.958,0.013,29406L201
2003.0,ENVIRONMENTAL POWER CORP,103.154,0.013,29406L201
2004.0,ENVIRONMENTAL POWER CORP,108.948,0.026,29406L201
2005.0,ENVIRONMENTAL POWER CORP,120.43,0.03,29406L201
2006.0,ENVIRONMENTAL POWER CORP,185.867,0.047,29406L201
2007.0,ENVIRONMENTAL POWER CORP,199.971,0.041,29406L201
2008.0,ENVIRONMENTAL POWER CORP,162.013,0.044,29406L201
2009.0,ENVIRONMENTAL POWER CORP,42.747,0.031,29406L201
1989.0,JENNIFER CONVERTIBLES INC,9.778,0.099,47699Z935
1990.0,JENNIFER CONVERTIBLES INC,9.825,0.092,47699Z935
1991.0,JENNIFER CONVERTIBLES INC,8.291,0.078,47699Z935
1992.0,JENNIFER CONVERTIBLES INC,28.819,0.119,47699Z935
1993.0,JENNIFER CONVERTIBLES INC,30.526,0.11,47699Z935
1994.0,JENNIFER CONVERTIBLES INC,44.922,0.449,47699Z935
1995.0,JENNIFER CONVERTIBLES INC,33.871,0.478,47699Z935
1996.0,JENNIFER CONVERTIBLES INC,25.435,0.418,47699Z935
1997.0,JENNIFER CONVERTIBLES INC,22.998,0.452,47699Z935
1998.0,JENNIFER CONVERTIBLES INC,24.099,0.442,47699Z935
1999.0,JENNIFER CONVERTIBLES INC,26.145,0.443,47699Z935
2000.0,JENNIFER CONVERTIBLES INC,30.992,0.429,47699Z935
2001.0,JENNIFER CONVERTIBLES INC,36.774,0.458,47699Z935
2002.0,JENNIFER CONVERTIBLES INC,43.625,0.462,47699Z935
2003.0,JENNIFER CONVERTIBLES INC,39.707,0.448,47699Z935
2004.0,JENNIFER CONVERTIBLES INC,31.522,0.443,47699Z935
2005.0,JENNIFER CONVERTIBLES INC,33.215,0.443,47699Z935
2006.0,JENNIFER CONVERTIBLES INC,40.007,0.453,47699Z935
2007.0,JENNIFER CONVERTIBLES INC,44.799,0.493,47699Z935
2008.0,JENNIFER CONVERTIBLES INC,34.112,0.472,47699Z935
2009.0,JENNIFER CONVERTIBLES INC,24.469,0.448,47699Z935
2010.0,JENNIFER CONVERTIBLES INC,23.355,0.417,47699Z935
1988.0,PARLUX FRAGRANCES INC,11.196,0.077,701645103.0
1989.0,PARLUX FRAGRANCES INC,14.404,0.084,701645103.0
1990.0,PARLUX FRAGRANCES INC,19.157,0.075,701645103.0
1991.0,PARLUX FRAGRANCES INC,22.421,0.049,701645103.0
1992.0,PARLUX FRAGRANCES INC,20.184,0.042,701645103.0
1993.0,PARLUX FRAGRANCES INC,20.746,0.041,701645103.0
1994.0,PARLUX FRAGRANCES INC,45.75,0.067,701645103.0
1995.0,PARLUX FRAGRANCES INC,95.239,0.126,701645103.0
1996.0,PARLUX FRAGRANCES INC,111.385,0.173,701645103.0
1997.0,PARLUX FRAGRANCES INC,95.881,0.136,701645103.0
1998.0,PARLUX FRAGRANCES INC,82.507,0.113,701645103.0
1999.0,PARLUX FRAGRANCES INC,81.862,0.114,701645103.0
2000.0,PARLUX FRAGRANCES INC,74.012,0.121,701645103.0
2001.0,PARLUX FRAGRANCES INC,72.248,0.117,701645103.0
2002.0,PARLUX FRAGRANCES INC,64.452,0.111,701645103.0
2003.0,PARLUX FRAGRANCES INC,72.467,0.12,701645103.0
2004.0,PARLUX FRAGRANCES INC,88.276,0.134,701645103.0
2005.0,PARLUX FRAGRANCES INC,167.292,0.144,701645103.0
2006.0,PARLUX FRAGRANCES INC,144.896,0.148,701645103.0
2007.0,PARLUX FRAGRANCES INC,131.148,0.154,701645103.0
2008.0,PARLUX FRAGRANCES INC,136.704,0.161,701645103.0
2009.0,PARLUX FRAGRANCES INC,114.332,0.156,701645103.0
2010.0,PARLUX FRAGRANCES INC,112.706,0.135,701645103.0
1989.0,PHOTRONICS INC,21.706,0.29,719405102.0
1990.0,PHOTRONICS INC,32.617,0.31,719405102.0
1991.0,PHOTRONICS INC,47.85,0.35,719405102.0
1992.0,PHOTRONICS INC,52.026,0.31,719405102.0
1993.0,PHOTRONICS INC,74.441,0.475,719405102.0
1994.0,PHOTRONICS INC,98.346,0.425,719405102.0
1995.0,PHOTRONICS INC,174.218,0.684,719405102.0
1996.0,PHOTRONICS INC,211.903,0.9,719405102.0
1997.0,PHOTRONICS INC,365.212,1.05,719405102.0
1998.0,PHOTRONICS INC,371.549,1.18,719405102.0
1999.0,PHOTRONICS INC,410.356,1.2,719405102.0
2000.0,PHOTRONICS INC,609.561,1.65,719405102.0
2001.0,PHOTRONICS INC,673.538,1.69,719405102.0
2002.0,PHOTRONICS INC,832.442,1.58,719405102.0
2003.0,PHOTRONICS INC,865.54,1.42,719405102.0
2004.0,PHOTRONICS INC,872.871,1.42,719405102.0
2005.0,PHOTRONICS INC,945.729,1.44,719405102.0
2006.0,PHOTRONICS INC,1045.683,1.5,719405102.0
2007.0,PHOTRONICS INC,1059.78,1.54,719405102.0
2008.0,PHOTRONICS INC,758.007,1.44,719405102.0
2009.0,PHOTRONICS INC,663.656,1.3,719405102.0
2010.0,PHOTRONICS INC,703.879,1.3,719405102.0
2011.0,PHOTRONICS INC,817.854,1.35,719405102.0
2012.0,PHOTRONICS INC,849.234,1.3,719405102.0
2013.0,PHOTRONICS INC,885.929,1.3,719405102.0
2014.0,PHOTRONICS INC,1029.183,1.5,719405102.0
2015.0,PHOTRONICS INC,1045.555,1.55,719405102.0
2016.0,PHOTRONICS INC,988.267,1.53,719405102.0
2017.0,PHOTRONICS INC,1020.794,1.475,719405102.0
2018.0,PHOTRONICS INC,1110.009,1.575,719405102.0
2019.0,PHOTRONICS INC,1118.665,1.775,719405102.0
